gene,ensembl id,log2FoldChange,lfcSE,stat,pvalue,padj
HACD3,,-0.216495686,0.075902507,-2.852286387,0.004340598,0.613092925
LOC103657864,,0.256940953,0.091139829,2.81919504,0.004814425,0.613092925
LOC103660172,,0.875068112,0.310822441,2.815331186,0.004872699,0.613092925
LOC103665096,,-0.369598681,0.131307811,-2.814750146,0.004881517,0.613092925
LOC103680425,,-0.532271175,0.187832711,-2.833751233,0.004600513,0.613092925
LOC121101407,,1.236221032,0.439340524,2.813810622,0.004895806,0.613092925
MTHFD1L,,-0.299036107,0.105762257,-2.827436894,0.004692226,0.613092925
NOL10,,-0.330861455,0.117241016,-2.822062326,0.00477159,0.613092925
OSBPL10,,0.382959317,0.135146739,2.833655633,0.004601889,0.613092925
SLC9A7,,-0.237889093,0.083968234,-2.833084392,0.004610121,0.613092925
TMCC3,,1.124697188,0.399263531,2.816929421,0.004848518,0.613092925
TMEM150A,,-0.324691724,0.114930551,-2.82511239,0.004726403,0.613092925
CHURC1,,0.353706908,0.125951912,2.808269467,0.004980853,0.615481694
MYO18A,,0.213479261,0.075975917,2.80982805,0.004956797,0.615481694
ASXL2,,0.225707794,0.080526106,2.802914554,0.005064308,0.621677182
DCLRE1B,,0.411786238,0.14725707,2.796376689,0.005167913,0.625479012
DYNLT1,,0.260110896,0.093024771,2.796146581,0.005171594,0.625479012
ZNF391,,-0.651575489,0.233152317,-2.79463441,0.005195844,0.625479012
LGALS12,,-0.366766088,0.131393382,-2.791358908,0.005248724,0.627794439
LOC103663918,,-0.508946773,0.18249537,-2.788820203,0.005290042,0.628706382
ARG2,,0.676069185,0.243634935,2.774927109,0.005521408,0.639900337
LOC103661988,,1.219901226,0.43932639,2.776753807,0.005490475,0.639900337
LOC121103110,,0.49976143,0.179884317,2.778237919,0.005465458,0.639900337
